Ticker,Perf Week,Perf Month,Perf Quart,Perf Half,Perf Year,Perf YTD,Volatility W,Volatility M,Recom,Avg Volume,Rel Volume,Price,Change,Volume
CHTR,-0.023,0.2146,0.1355,0.0647,0.4915,0.1959,0.0149,0.0274,2.56,1450000.0,0.98,409.93,-0.013300000000000001,1423337.0
CLVT,-0.0278,0.2145,-0.1343,-0.0931,-0.2934,-0.1752,0.030299999999999997,0.0416,2.18,6300000.0,0.8,4.19,0.0,5026030.0
CG,-0.0547,0.2143,-0.10890000000000001,-0.1264,0.024399999999999998,-0.12,0.0358,0.027999999999999997,2.2,3460000.0,0.67,44.43,0.0132,2302466.0
PBM,-0.0004,0.2141,-0.5734,-0.8628,-0.9915,-0.7372,0.13,0.1195,,72220.0,0.76,4.42,-0.0454,55190.0
CCL,-0.0248,0.2137,-0.034,-0.0849,0.39399999999999996,-0.0999,0.024399999999999998,0.0275,1.62,26710000.0,0.57,22.43,0.0177,15169778.0
BAI,0.0023,0.2132,-0.0599,0.0178,,-0.050199999999999995,0.011699999999999999,0.0144,,970270.0,1.57,25.72,0.013000000000000001,1523065.0
PLTR,-0.0455,0.213,0.2066,0.9962000000000001,4.6563,0.617,0.023700000000000002,0.0453,3.04,108520000.0,0.69,122.29,0.014199999999999999,74811486.0
VTEX,-0.0127,0.2125,-0.031200000000000002,0.0,-0.0933,0.055999999999999994,0.023,0.025699999999999997,1.44,887030.0,1.32,6.22,0.013000000000000001,1175270.0
ACRE,-0.0479,0.2122,-0.0786,-0.3453,-0.34049999999999997,-0.2241,0.0259,0.0334,3.43,616550.0,0.93,4.57,-0.0022,574612.0
CNTB,0.1334,0.2118,-0.053,-0.18420000000000003,-0.5065999999999999,-0.4029,0.050499999999999996,0.0336,1.0,117300.0,0.98,0.82,0.011000000000000001,114968.0
ALAI,-0.004,0.21170000000000003,-0.0025,0.0704,0.3145,0.038599999999999995,0.0078000000000000005,0.0155,,10610.0,0.5,27.24,0.0051,5357.0
CRC,-0.021099999999999997,0.2116,-0.10769999999999999,-0.2623,-0.1332,-0.1858,0.0152,0.0285,1.47,1110000.0,0.57,42.25,-0.0038,628305.0
BOWN,0.1184,0.2114,1.9274,0.11630000000000001,0.1643,0.10710000000000001,0.0902,0.09820000000000001,,148060.0,0.01,12.09,0.1257,2194.0
TOYO,-0.0438,0.2114,0.15990000000000001,0.1072,-0.6976,0.0089,0.0166,0.0387,,11380.0,3.23,3.41,-0.0187,36768.0
MBLY,0.0031,0.2114,-0.0315,-0.0493,-0.4227,-0.1973,0.019299999999999998,0.0252,2.14,3730000.0,0.46,15.99,0.013300000000000001,1719245.0
AOSL,-0.1002,0.21109999999999998,-0.38060000000000005,-0.3106,-0.2091,-0.4299,0.0246,0.0383,2.33,535810.0,0.42,21.11,-0.0066,223748.0
MITK,0.0052,0.21100000000000002,0.04190000000000001,0.0911,-0.2504,-0.1285,0.016,0.0274,1.0,459190.0,0.72,9.7,0.015700000000000002,329213.0
SMH,-0.0256,0.21059999999999998,-0.036699999999999997,-0.003,0.024700000000000003,-0.005600000000000001,0.0073,0.018000000000000002,,8540000.0,0.6,240.81,-0.0027,5134649.0
ASMH,-0.0291,0.21059999999999998,,,,0.0049,0.0103,0.0239,,900.0,0.14,51.61,0.0079,125.0
MIDU,-0.0719,0.21050000000000002,-0.19760000000000003,-0.3094,-0.2394,-0.2298,0.0385,0.0365,,92550.0,0.72,40.66,-0.0039000000000000003,66300.0
BWA,-0.0033,0.2104,0.1177,-0.041299999999999996,-0.106,0.0368,0.0127,0.0167,1.79,3490000.0,0.66,32.96,0.0076,2298012.0
VSH,-0.0583,0.2104,-0.2373,-0.0664,-0.4082,-0.1612,0.0163,0.0412,2.4,2430000.0,0.6,14.21,-0.0049,1457585.0
IPI,-0.0364,0.2101,0.4213,0.34990000000000004,0.377,0.6528,0.0218,0.042199999999999994,5.0,220910.0,0.67,36.23,-0.0182,147596.0
CRGO,0.0901,0.21,-0.4039,0.19210000000000002,0.0168,-0.2066,0.0908,0.0702,1.0,70470.0,0.7,2.42,0.021099999999999997,49494.0
WDAY,-0.0096,0.20989999999999998,0.061200000000000004,0.049,0.0484,0.054400000000000004,0.013600000000000001,0.0109,1.65,2210000.0,1.79,272.07,0.0131,3960636.0
NEXN,-0.054299999999999994,0.2095,0.2271,0.2148,0.8562000000000001,0.09480000000000001,0.0236,0.026600000000000002,1.12,463590.0,0.73,10.97,-0.0258,337350.0
GTES,-0.0406,0.2094,-0.0553,-0.0024,0.1856,0.0219,0.0004,0.022099999999999998,1.73,2810000.0,0.67,21.02,-0.0131,1870841.0
PRIM,-0.0764,0.2089,0.055999999999999994,-0.11810000000000001,0.3454,-0.0874,0.030899999999999997,0.0319,1.18,1080000.0,1.3,69.72,-0.0642,1407369.0
WOR,-0.0225,0.2089,0.3642,0.45990000000000003,-0.0055000000000000005,0.4428,0.0123,0.0197,2.5,418170.0,0.54,57.87,-0.014499999999999999,226683.0
CPNG,0.016399999999999998,0.2087,0.09910000000000001,0.1199,0.1882,0.24109999999999998,0.0062,0.025699999999999997,1.5,9770000.0,1.01,27.28,-0.0037,9878396.0
KSS,-0.0311,0.2086,-0.3247,-0.5336,-0.69,-0.4224,0.0403,0.052000000000000005,3.53,12440000.0,0.52,8.11,0.0384,6485516.0
QTUM,0.0356,0.2086,0.0385,0.34990000000000004,0.3914,0.0711,0.0208,0.0147,,238020.0,2.82,86.92,0.026699999999999998,670855.0
SANW,0.050499999999999996,0.2086,-0.2394,1.5130000000000001,-0.19920000000000002,-0.2861,0.0737,0.0754,1.0,7220.0,2.04,5.7,0.1409,14728.0
GLDD,-0.0548,0.2079,0.2696,-0.11359999999999999,0.1336,-0.053099999999999994,0.0109,0.024700000000000003,1.0,526920.0,0.88,10.69,-0.015700000000000002,465202.0
TAYD,-0.0812,0.2078,0.1311,-0.1612,-0.2846,-0.11869999999999999,0.0169,0.0313,1.0,23290.0,0.35,36.68,-0.0206,8208.0
LPLA,-0.0105,0.2075,0.014199999999999999,0.19899999999999998,0.4008,0.1559,0.008100000000000001,0.0184,1.59,968420.0,0.42,377.4,-0.0015,402022.0
KAR,0.0054,0.20739999999999997,0.0712,0.1278,0.2777,0.1295,0.0125,0.028999999999999998,2.12,895140.0,0.89,22.41,0.0131,796096.0
BIYA,-0.0181,0.20739999999999997,,,,0.1699,0.0461,0.0739,,477020.0,1.43,4.89,-0.0060999999999999995,682354.0
GENC,-0.0297,0.2065,0.050199999999999995,-0.37829999999999997,-0.34090000000000004,-0.2419,0.0321,0.0362,1.0,30110.0,0.4,13.38,-0.0074,12174.0
DGII,-0.0265,0.2065,-0.0383,0.044199999999999996,0.21239999999999998,0.0708,0.0111,0.0329,1.67,207910.0,0.93,32.37,0.004,193406.0
IDAT,-0.0043,0.2065,-0.0441,0.0208,0.1459,0.0128,0.0075,0.0194,,2720.0,1.1,33.18,-0.0,3001.0
CMBM,-0.0562,0.2064,-0.5566,-0.5727,-0.8691,-0.2711,0.0429,0.0378,1.0,212980.0,0.19,0.47,0.0444,40293.0
SGN,-0.0202,0.20620000000000002,-0.715,-0.9259999999999999,-0.9556,-0.7637999999999999,0.10830000000000001,0.0635,,768470.0,15.68,0.62,0.1482,12049091.0
MLYS,0.0625,0.20620000000000002,0.7071,0.4316,0.27399999999999997,0.3258,0.0323,0.0368,1.0,1290000.0,0.35,16.32,-0.0204,447062.0
PWR,-0.027999999999999997,0.20600000000000002,0.22820000000000001,0.0074,0.23600000000000002,0.046799999999999994,0.0147,0.024900000000000002,1.75,1580000.0,1.19,330.83,-0.0305,1876679.0
WOOF,0.16399999999999998,0.2059,0.268,-0.0635,0.4302,-0.0315,0.062,0.0364,3.08,4370000.0,0.82,3.69,0.011000000000000001,3598269.0
TVGN,0.0696,0.2059,-0.1307,-0.07519999999999999,0.5769,0.1942,0.0141,0.0409,1.0,888580.0,0.58,1.23,0.0424,513446.0
CUK,-0.027000000000000003,0.20579999999999998,-0.039900000000000005,-0.0917,0.3814,-0.10220000000000001,0.0223,0.0265,1.64,1950000.0,0.66,20.21,0.0146,1281355.0
BKV,-0.0359,0.20579999999999998,-0.069,0.059500000000000004,,-0.0858,0.022000000000000002,0.027000000000000003,1.12,457220.0,0.55,21.74,0.0226,249418.0
PTON,0.139,0.2057,-0.1577,-0.048799999999999996,0.8440000000000001,-0.17129999999999998,0.0681,0.0454,2.29,14180000.0,1.5,7.21,0.1161,21263872.0
ELVA,0.0332,0.2054,0.35810000000000003,0.30670000000000003,0.061399999999999996,0.254,0.0548,0.0302,1.0,53270.0,0.64,3.11,-0.0064,34150.0
LULU,0.004699999999999999,0.2054,-0.1073,0.0353,-0.0202,-0.162,0.0194,0.023700000000000002,2.14,2310000.0,0.58,320.46,0.0091,1340618.0
URA,0.0182,0.2054,0.0944,-0.1057,-0.1412,0.065,0.0027,0.011399999999999999,,3070000.0,0.87,28.52,0.0103,2681932.0
ATHE,0.1161,0.2051,0.036699999999999997,2.6464999999999996,1.1044,0.2779,0.0434,0.0746,1.0,43830.0,0.36,4.23,0.0548,15651.0
SMP,-0.023700000000000002,0.2051,-0.0688,-0.1148,-0.08470000000000001,-0.0688,0.013600000000000001,0.0281,1.0,216630.0,0.86,28.85,0.0003,185357.0
MTSI,-0.008100000000000001,0.2046,0.0074,-0.0137,0.18710000000000002,-0.0644,0.0111,0.0227,1.59,858350.0,0.59,121.54,0.0014000000000000002,504783.0
CNEQ,-0.0066,0.2045,-0.0014000000000000002,0.07200000000000001,0.2921,0.031,0.0067,0.0149,,20900.0,0.08,26.67,0.0018,1653.0
NUKZ,0.0229,0.20440000000000003,0.0378,0.0553,0.40380000000000005,0.1476,0.0068000000000000005,0.0089,,78470.0,0.65,46.96,0.0084,51110.0
KBAB,-0.0415,0.2043,,,,-0.2809,0.03,0.0603,,6300.0,0.34,17.48,-0.032799999999999996,2137.0
BKWO,0.042699999999999995,0.2043,-0.043899999999999995,0.0034999999999999996,0.0806,-0.0009,0.032799999999999996,0.0216,,1640.0,0.01,34.42,0.0018,15.0
EDC,-0.018500000000000003,0.2043,-0.0219,0.0796,-0.0435,0.1783,0.0087,0.0264,,108310.0,0.41,33.9,-0.011899999999999999,44295.0
EVR,-0.0495,0.2043,-0.0984,-0.2416,0.1108,-0.1864,0.0262,0.0268,1.62,842480.0,0.32,225.52,0.006500000000000001,267459.0
DTSS,0.0268,0.20420000000000002,-0.0129,-0.0336,-0.6593000000000001,0.0044,0.0444,0.0547,,140620.0,0.83,2.3,0.0177,116579.0
UMDD,-0.0748,0.2039,-0.1998,-0.3098,-0.2402,-0.2293,0.035,0.0363,,16610.0,0.68,20.43,-0.0087,11299.0
PANG,-0.0684,0.20379999999999998,,,,-0.0187,0.09119999999999999,0.043899999999999995,,7880.0,1.84,14.43,0.061,14491.0
EML,-0.0325,0.20370000000000002,-0.17629999999999998,-0.15560000000000002,-0.1659,-0.1251,0.013500000000000002,0.0326,1.0,10130.0,1.04,23.22,0.003,10530.0
BTBD,0.2952,0.20350000000000001,-0.2,-0.1226,-0.2,-0.0556,0.1023,0.0617,,9710.0,0.05,1.36,-0.0113,463.0
SEE,0.015700000000000002,0.2034,-0.0031,-0.0775,-0.15289999999999998,-0.0467,0.0134,0.0216,1.83,2120000.0,0.64,32.25,0.0154,1358853.0
ARDT,-0.0282,0.20329999999999998,0.0647,-0.1294,,-0.1335,0.0066,0.0262,1.36,461820.0,0.57,14.8,-0.009399999999999999,262576.0
WTAI,0.0040999999999999995,0.20309999999999997,-0.0322,0.061,0.08289999999999999,0.0095,0.0132,0.0154,,61100.0,1.39,22.21,0.0134,84655.0
DCO,-0.0077,0.203,0.09789999999999999,0.014199999999999999,0.1675,0.056600000000000004,0.018000000000000002,0.0197,1.0,78910.0,0.96,67.26,-0.0128,75666.0
HBTC,0.038900000000000004,0.203,,,,0.2232,0.0072,0.029900000000000003,,1310.0,1.75,30.6,0.0178,2303.0
HRTG,-0.0426,0.2029,1.0704,0.8834000000000001,1.5071,0.8959,0.038,0.0574,1.67,381100.0,1.06,22.94,-0.0192,404950.0
GDS,0.06509999999999999,0.2029,-0.3709,0.19879999999999998,1.8881999999999999,0.1852,0.0516,0.0506,1.39,3220000.0,0.43,28.16,-0.050300000000000004,1381388.0
GOVX,0.12380000000000001,0.2028,-0.3892,-0.6634,-0.37420000000000003,-0.5870000000000001,0.0464,0.039,1.0,517559.99999999994,0.28,1.02,0.0409,143522.0
BTRN,0.0741,0.2026,0.191,0.4517,0.41340000000000005,0.22190000000000001,0.0045000000000000005,0.0206,,2110.0,0.69,41.24,0.0232,1453.0
GBR,-0.0652,0.2025,-0.2389,-0.2681,-0.3185,-0.2587,0.0268,0.047,,30840.0,0.13,0.86,-0.0444,3876.0
EVEX,-0.0287,0.2022,0.0552,0.5017,-0.2115,-0.1912,0.0541,0.0482,1.5,227010.0,0.62,4.4,0.0233,140056.0
CR,-0.030699999999999998,0.20199999999999999,0.0344,-0.0029,0.1611,0.1249,0.0131,0.0195,1.73,351370.0,0.95,170.71,0.0004,335378.0
KEP,0.0863,0.20199999999999999,0.4213,0.2637,0.44789999999999996,0.5740999999999999,0.015,0.022799999999999997,1.57,253560.0,0.74,10.83,0.0074,188786.0
GSL,0.008100000000000001,0.2018,0.1011,0.0541,-0.077,0.1429,0.0363,0.0227,2.0,440670.0,1.82,24.95,-0.0273,800137.0
SURG,0.19699999999999998,0.20149999999999998,1.3066,1.0387,-0.244,0.7753,0.0553,0.0965,2.0,1700000.0,0.03,3.16,0.0395,45772.0
RDCM,-0.009899999999999999,0.20149999999999998,0.0101,0.1213,0.3914,0.046900000000000004,0.0226,0.0274,1.0,47260.0,0.51,12.94,-0.0197,24324.0
AGMI,0.0421,0.2014,0.1234,-0.0029,,0.2912,0.0292,0.0278,,760.0,0.31,31.65,-0.0084,234.0
ATNF,-0.11599999999999999,0.20129999999999998,-0.1726,-0.5523,-0.324,-0.43170000000000003,0.0401,0.1059,1.0,146550.0,0.29,1.03,-0.015,42167.0
JFIN,0.0949,0.2011,0.35810000000000003,1.0,0.997,1.1193,0.029500000000000002,0.0361,1.0,178280.0,0.55,13.5,0.07139999999999999,98305.0
ATFV,-0.0045000000000000005,0.2009,-0.0019,0.0672,0.2566,0.0362,0.0072,0.0139,,8029.999999999999,0.65,26.2,0.0008,5236.0
AIS,-0.0062,0.2007,-0.0557,,,0.0191,0.0123,0.0151,,13590.0,0.19,24.31,0.011699999999999999,2631.0
SOXQ,-0.0319,0.2004,-0.0698,-0.0218,-0.0626,-0.041100000000000005,0.0072,0.0197,,555580.0,0.94,37.61,-0.005600000000000001,521097.0
CMCO,-0.0592,0.2004,-0.12539999999999998,-0.5497,-0.6389,-0.5561,0.035699999999999996,0.034,1.5,561880.0,0.84,16.53,0.0055000000000000005,471716.0
WTI,-0.0483,0.2,-0.22030000000000002,-0.3134,-0.4202,-0.16870000000000002,0.0152,0.04190000000000001,1.0,1420000.0,0.69,1.38,-0.0143,980572.0
OCFT,-0.0014000000000000002,0.2,0.9472,2.3487999999999998,2.0952,1.963,0.0195,0.024,1.0,125740.0,1.64,7.2,0.0213,205613.0
SABR,-0.12539999999999998,0.2,-0.4292,-0.3193,-0.15689999999999998,-0.2932,0.0236,0.048799999999999996,2.12,6540000.0,0.94,2.58,-0.0077,6151061.0
FOXF,-0.0528,0.2,-0.059000000000000004,-0.2437,-0.4707,-0.19329999999999997,0.025099999999999997,0.0377,1.89,678700.0,1.06,24.42,0.0045000000000000005,721494.0
ODDS,-0.0001,0.1998,0.0362,0.17980000000000002,0.33149999999999996,0.10289999999999999,0.018000000000000002,0.0215,,1030.0,0.21,28.27,-0.006,222.0
SVIX,-0.060599999999999994,0.1998,-0.4372,-0.4984,-0.6970000000000001,-0.44380000000000003,0.0358,0.0384,,10950000.0,0.52,14.11,0.0086,5701316.0
CEPU,0.0341,0.1996,0.054900000000000004,0.044500000000000005,0.3642,-0.0587,0.037000000000000005,0.030699999999999998,3.0,291040.0,1.01,13.64,0.0225,294478.0
SWKS,-0.026600000000000002,0.19949999999999998,0.046900000000000004,-0.1623,-0.2519,-0.2066,0.0134,0.0202,3.03,3960000.0,0.75,70.36,-0.0139,2963010.0
ESTC,0.0088,0.19940000000000002,-0.1258,0.0806,-0.15960000000000002,-0.061399999999999996,0.028900000000000002,0.025,1.58,1790000.0,1.18,93.0,0.0259,2116066.0
AVPT,-0.076,0.1993,0.023700000000000002,0.1506,0.9083,0.0969,0.0039000000000000003,0.0255,1.5,1390000.0,0.46,18.11,-0.0115,633068.0
TIL,0.6617000000000001,0.1993,0.11259999999999999,-0.0105,1.1512,0.2892,0.2065,0.1527,1.75,125740.0,10.7,24.61,0.5173,1346039.0
DH,-0.0572,0.19920000000000002,-0.3638,-0.2403,-0.44799999999999995,-0.2384,0.0255,0.0676,2.86,1080000.0,0.6,3.13,-0.0032,646343.0
CNSP,-0.0913,0.19920000000000002,-0.6455,-0.8092,-0.9979,-0.8098000000000001,0.0369,0.0622,2.0,1790000.0,0.15,1.14,-0.061500000000000006,270279.0
WFH,-0.0028000000000000004,0.1991,-0.0901,0.0016,0.1555,0.0038,0.012,0.019799999999999998,,980.0,0.61,64.52,0.01,598.0
JFB,-0.029500000000000002,0.19879999999999998,,,,0.44189999999999996,0.0305,0.054400000000000004,,39250.0,0.11,5.05,0.0278,4487.0
PBI,0.044000000000000004,0.1986,-0.0349,0.3663,0.8864,0.3757,0.051699999999999996,0.0259,3.0,2200000.0,2.49,9.96,0.09449999999999999,5470182.0
APH,-0.0083,0.19829999999999998,0.2616,0.22010000000000002,0.2786,0.22760000000000002,0.0024,0.013000000000000001,1.7,8770000.0,0.6,85.26,-0.005,5265970.0
MIST,0.2087,0.19829999999999998,-0.3186,-0.18239999999999998,-0.2034,-0.41100000000000003,0.038900000000000004,0.050499999999999996,2.0,2590000.0,0.18,1.39,0.0072,469279.0
TGLS,0.0037,0.19820000000000002,0.2234,0.1471,0.5233,0.068,0.0074,0.0383,2.0,436840.0,0.86,84.71,-0.0022,377540.0
GXAI,-0.0379,0.1981,-0.0993,0.1043,-0.6658,-0.5058,0.050300000000000004,0.0385,,256990.0,0.38,1.27,0.0496,97709.0
BBCP,0.0141,0.198,0.0827,0.4722,0.22210000000000002,0.2202,0.0096,0.0215,2.33,165450.0,0.56,7.2,0.0084,92453.0
BKE,0.0137,0.1979,0.005600000000000001,-0.0895,0.1577,-0.1438,0.018799999999999997,0.018000000000000002,3.0,600960.0,1.0,41.4,0.024,598417.0
ADPT,-0.0079,0.1978,0.0689,0.8889,1.4624000000000001,0.4746,0.0262,0.077,1.25,2330000.0,0.37,8.84,-0.0275,866485.0
MDXH,0.0842,0.1977,0.1075,0.2335,-0.2746,-0.1308,0.032400000000000005,0.0354,1.0,82540.0,0.75,2.06,-0.0144,62055.0
NVOX,0.0524,0.1974,-0.449,,,-0.45130000000000003,0.034,0.0533,,212050.0,0.82,6.43,-0.0031,174904.0
ONTF,-0.0091,0.1974,-0.10640000000000001,-0.1374,-0.1374,-0.1548,0.0183,0.0218,3.0,153980.0,1.24,5.46,0.0187,190320.0
GTBP,0.192,0.1973,0.2419,-0.0949,-0.6577,-0.1246,0.10880000000000001,0.0535,1.0,478430.0,0.41,2.67,0.0038,195487.0
TIGR,-0.0101,0.1973,0.0805,0.5681,0.9799,0.3715,0.015600000000000001,0.032799999999999996,1.89,6260000.0,0.3,8.86,-0.0078000000000000005,1864527.0
CNVS,0.0646,0.1972,-0.1935,-0.0226,2.3592,-0.0521,0.0265,0.0276,1.0,88650.0,0.9,3.46,0.0298,79727.0
CPRI,-0.0676,0.1972,-0.1906,-0.1631,-0.5175,-0.1814,0.0225,0.029300000000000003,2.6,4210000.0,0.61,17.24,-0.0052,2568499.0
ORCL,-0.0131,0.1972,-0.0626,-0.153,0.2633,-0.055999999999999994,0.0106,0.0178,1.85,10460000.0,0.73,157.31,0.0008,7586339.0
VSAT,-0.11109999999999999,0.1971,0.12,0.3846,-0.4799,0.1845,0.0236,0.0333,2.2,2610000.0,1.64,10.08,0.006999999999999999,4272500.0
GAMR,-0.0126,0.19699999999999998,0.0168,0.1659,0.1881,0.1482,0.0074,0.016,,1780.0,0.21,75.14,-0.0036,375.0
PALU,-0.0735,0.1968,,,,-0.0489,0.0907,0.0437,,11940.0,5.62,22.55,0.0562,67130.0
AIFD,-0.0096,0.1968,-0.0281,-0.0191,0.0409,-0.055,0.0111,0.0144,,16040.0,0.4,27.68,0.0102,6397.0
AORT,-0.0176,0.1968,0.0070999999999999995,0.06709999999999999,0.1953,-0.0045000000000000005,0.0132,0.034300000000000004,1.0,537640.0,0.67,28.46,-0.0032,358231.0
UIS,-0.11130000000000001,0.1966,0.0362,-0.3347,-0.0040999999999999995,-0.2306,0.0184,0.047400000000000005,3.0,667980.0,0.86,4.87,-0.024,575012.0
CGNX,-0.054400000000000004,0.1966,-0.0882,-0.2256,-0.38380000000000003,-0.16649999999999998,0.022099999999999998,0.0229,2.12,2690000.0,0.63,29.89,0.0070999999999999995,1687397.0
SKYE,0.029900000000000003,0.19649999999999998,-0.3054,-0.5461,-0.8275,-0.2686,0.1184,0.0787,1.0,691040.0,0.38,2.07,-0.0633,265864.0
OSCR,-0.1322,0.19649999999999998,-0.0304,-0.1008,-0.3468,0.0692,0.0374,0.0687,2.62,5830000.0,1.45,14.37,-0.033,8441314.0
SLDP,-0.0219,0.19640000000000002,-0.0074,0.31370000000000003,-0.22089999999999999,-0.29100000000000004,0.0392,0.0354,1.0,1940000.0,1.16,1.34,0.0229,2246491.0
MI,-0.0342,0.1963,0.0584,-0.022000000000000002,-0.5271,-0.3093,0.0438,0.09179999999999999,,29650.0,0.15,2.44,-0.0259,4464.0
DMCY,0.0027,0.1963,0.0594,0.056900000000000006,0.1036,0.1155,0.0045000000000000005,0.0115,,4110.0,0.0,27.61,-0.0027,17.0
AGIX,-0.013000000000000001,0.1963,-0.028300000000000002,0.0669,,0.0141,0.0089,0.0163,,15940.0,0.77,28.83,0.0042,12233.0
TEM,-0.0535,0.19579999999999997,-0.1298,0.096,,0.755,0.0369,0.0596,2.07,12250000.0,1.01,59.25,0.0191,12310556.0
GTX,-0.058899999999999994,0.1957,0.1316,0.4278,0.2009,0.23809999999999998,0.0898,0.0462,2.0,1850000.0,1.82,11.18,0.0802,3368590.0
COE,0.009300000000000001,0.1956,-0.0373,0.3283,1.7445,-0.048799999999999996,0.008199999999999999,0.0311,1.0,9700.0,0.77,19.5,0.013999999999999999,7456.0
LI,0.0042,0.1956,0.0441,0.24760000000000001,0.3206,0.19510000000000002,0.022000000000000002,0.0223,1.62,6380000.0,0.56,28.67,-0.0155,3561070.0
AMC,0.153,0.1956,-0.0554,-0.2569,-0.3292,-0.1859,0.0587,0.0282,3.29,8590000.0,2.18,3.24,0.1058,18739062.0
TNA,-0.0739,0.1955,-0.2695,-0.4035,-0.2998,-0.3212,0.0425,0.0392,,16820000.0,0.85,28.43,-0.0004,14218304.0
CHPT,0.0737,0.1955,-0.0355,-0.3454,-0.5858,-0.31489999999999996,0.0331,0.0351,3.07,16800000.0,0.87,0.73,0.0545,14554128.0
URTY,-0.0737,0.1955,-0.2707,-0.4056,-0.3029,-0.32270000000000004,0.043,0.0394,,1550000.0,0.72,33.33,0.0009,1117760.0
MAG,0.0377,0.1954,0.1833,0.1863,0.3226,0.3712,0.0146,0.028900000000000002,2.22,1290000.0,0.7,18.46,-0.0091,897598.0
BL,-0.0105,0.1953,0.1092,-0.0604,-0.0591,-0.10369999999999999,0.0182,0.023700000000000002,2.4,739700.0,1.04,54.46,0.0096,767999.0
CVLG,-0.038900000000000004,0.19519999999999998,-0.12050000000000001,-0.21489999999999998,-0.0317,-0.17559999999999998,0.013500000000000002,0.0294,1.5,131260.0,1.04,22.47,-0.0031,136268.0
ACET,0.1265,0.195,-0.26170000000000004,-0.2575,-0.5564,-0.2529,0.0747,0.1074,1.57,538490.0,0.74,0.72,0.026699999999999998,399400.0
SPUC,-0.0278,0.195,-0.0524,-0.0408,0.06269999999999999,0.0011,0.013000000000000001,0.0191,,12520.0,0.26,40.98,-0.005,3214.0
SNT,0.0795,0.195,-0.0318,0.40740000000000004,1.6027,0.1047,0.0574,0.028900000000000002,,27610.0,1.11,3.8,-0.0078000000000000005,30605.0
PRPL,-0.053399999999999996,0.1949,-0.1134,0.009899999999999999,-0.4391,0.0571,0.049800000000000004,0.0694,2.2,977540.0,0.55,0.82,-0.0109,536424.0
XWEL,-0.0109,0.1948,-0.2459,-0.4103,-0.43560000000000004,-0.3907,0.054000000000000006,0.039900000000000005,1.0,81870.0,3.26,0.92,0.0673,266632.0
CPA,0.023700000000000002,0.1946,0.10550000000000001,0.0183,-0.0131,0.1923,0.019799999999999998,0.0151,1.19,313900.0,1.76,104.78,0.027200000000000002,552045.0
AKO-A,-0.0069,0.1946,0.3823,0.4986,0.7352,0.4113,0.011399999999999999,0.0158,2.0,5910.0,1.07,20.84,-0.0026,6334.0
BUZZ,-0.0034999999999999996,0.19440000000000002,0.0177,0.1107,0.26739999999999997,0.076,0.0141,0.0177,,15100.0,0.31,26.77,0.0096,4673.0
ALNY,0.019799999999999998,0.19440000000000002,0.1533,0.24420000000000003,0.9236,0.22820000000000001,0.0146,0.032799999999999996,1.74,1000000.0,0.61,289.0,-0.012199999999999999,614991.0
PDYN,0.165,0.1943,-0.10869999999999999,3.0056,2.6378,-0.4189,0.075,0.0613,1.0,1550000.0,0.99,7.13,0.0674,1545105.0
URI,-0.013500000000000002,0.1942,0.0705,-0.1552,0.0036,-0.0011,0.016399999999999998,0.0202,2.17,748820.0,0.57,703.66,0.0113,424102.0
TCI,-0.0319,0.1942,0.1968,0.2011,0.1782,0.11810000000000001,0.0254,0.034300000000000004,,2620.0,0.42,33.33,-0.0417,1108.0
MUSQ,0.0159,0.1938,0.03,0.136,0.046,0.1295,0.0088,0.021099999999999997,,1220.0,0.07,26.78,-0.002,83.0
HAFN,0.0195,0.1936,0.037599999999999995,-0.0278,-0.3914,-0.0592,0.0123,0.015700000000000002,1.18,2410000.0,0.41,5.24,-0.022400000000000003,992699.0
XRAY,-0.0394,0.1935,-0.1547,-0.1414,-0.4363,-0.1649,0.0276,0.04019999999999999,2.5,3380000.0,0.56,15.85,0.0013,1901946.0
EFOI,0.3392,0.19329999999999997,0.0203,0.5576,0.12119999999999999,0.7148,0.0741,0.061900000000000004,3.0,22430.0,0.89,2.04,0.0294,20037.0
GROY,0.19329999999999997,0.19329999999999997,0.2695,0.35609999999999997,-0.1353,0.4793,0.0287,0.0335,1.2,1510000.0,1.12,1.79,0.005600000000000001,1679899.0
EME,-0.0129,0.1931,0.1334,-0.0849,0.19399999999999998,0.0097,0.0108,0.0194,2.14,562630.0,0.81,458.31,-0.0118,455707.0
DAT,-0.0067,0.193,-0.0424,0.057,0.2065,0.0074,0.0158,0.0154,,1880.0,0.53,44.19,0.0165,997.0
CDNS,-0.0067,0.1929,0.2256,0.0758,0.08259999999999999,0.0538,0.0042,0.0173,1.67,2290000.0,0.65,316.63,-0.0029,1480776.0
UBER,-0.024,0.1929,0.1155,0.2693,0.36119999999999997,0.45890000000000003,0.0179,0.0232,1.41,20790000.0,0.79,88.0,-0.0076,16459368.0
BTGD,0.1038,0.1929,0.2834,0.4107,,0.4241,0.004699999999999999,0.023,,32369.999999999996,2.63,37.54,0.020099999999999996,85207.0
PDD,0.0166,0.1929,-0.08789999999999999,0.0212,-0.1838,0.2352,0.019,0.0196,1.54,10190000.0,0.6,119.8,0.031,6134960.0
PAYC,0.0197,0.1928,0.2274,0.1946,0.45039999999999997,0.2758,0.0123,0.0208,2.68,682610.0,0.78,261.5,0.0165,529882.0
